"customer_id","store_id","customer_first_n","customer_last_n","email","customer_phone","deposit","active","create_date","last_update"
"38","1","MARTHA","GONZALEZ","MARTHA.GONZALEZ@sakilacustomer.org","489783829737","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"39","1","DEBRA","NELSON","DEBRA.NELSON@sakilacustomer.org","378318851631","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"40","2","AMANDA","CARTER","AMANDA.CARTER@sakilacustomer.org","680768868518","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"41","1","STEPHANIE","MITCHELL","STEPHANIE.MITCHELL@sakilacustomer.org","42384721397","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"42","2","CAROLYN","PEREZ","CAROLYN.PEREZ@sakilacustomer.org","471675840679","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"43","2","CHRISTINE","ROBERTS","CHRISTINE.ROBERTS@sakilacustomer.org","539758313890","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"44","1","MARIE","TURNER","MARIE.TURNER@sakilacustomer.org","177727722820","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"45","1","JANET","PHILLIPS","JANET.PHILLIPS@sakilacustomer.org","675292816413","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"46","2","CATHERINE","CAMPBELL","CATHERINE.CAMPBELL@sakilacustomer.org","262076994845","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"47","1","FRANCES","PARKER","FRANCES.PARKER@sakilacustomer.org","69493378813","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"48","1","ANN","EVANS","ANN.EVANS@sakilacustomer.org","705800322606","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"49","2","JOYCE","EDWARDS","JOYCE.EDWARDS@sakilacustomer.org","876295323994","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"50","1","DIANE","COLLINS","DIANE.COLLINS@sakilacustomer.org","307703950263","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"51","1","ALICE","STEWART","ALICE.STEWART@sakilacustomer.org","171822533480","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"52","1","JULIE","SANCHEZ","JULIE.SANCHEZ@sakilacustomer.org","680428310138","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"53","1","HEATHER","MORRIS","HEATHER.MORRIS@sakilacustomer.org","697760867968","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"54","1","TERESA","ROGERS","TERESA.ROGERS@sakilacustomer.org","920811325222","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"55","2","DORIS","REED","DORIS.REED@sakilacustomer.org","499352017190","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"56","1","GLORIA","COOK","GLORIA.COOK@sakilacustomer.org","347487831378","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"57","2","EVELYN","MORGAN","EVELYN.MORGAN@sakilacustomer.org","889318963672","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"58","1","JEAN","BELL","JEAN.BELL@sakilacustomer.org","212869228936","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"59","1","CHERYL","MURPHY","CHERYL.MURPHY@sakilacustomer.org","800024380485","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"60","1","MILDRED","BAILEY","MILDRED.BAILEY@sakilacustomer.org","250767749542","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"61","2","KATHERINE","RIVERA","KATHERINE.RIVERA@sakilacustomer.org","1395251317","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"62","1","JOAN","COOPER","JOAN.COOPER@sakilacustomer.org","914090181665","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"63","1","ASHLEY","RICHARDSON","ASHLEY.RICHARDSON@sakilacustomer.org","491001136577","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"64","2","JUDITH","COX","JUDITH.COX@sakilacustomer.org","333489324603","0","0","2006-02-14 22:04:36","2006-02-15 04:57:20"
"65","2","ROSE","HOWARD","ROSE.HOWARD@sakilacustomer.org","409983924481","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"66","2","JANICE","WARD","JANICE.WARD@sakilacustomer.org","663449333709","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"67","1","KELLY","TORRES","KELLY.TORRES@sakilacustomer.org","947233365992","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"68","1","NICOLE","PETERSON","NICOLE.PETERSON@sakilacustomer.org","990214419142","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"69","2","JUDY","GRAY","JUDY.GRAY@sakilacustomer.org","107137400143","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"70","2","CHRISTINA","RAMIREZ","CHRISTINA.RAMIREZ@sakilacustomer.org","407733804223","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"71","1","KATHY","JAMES","KATHY.JAMES@sakilacustomer.org","565018274456","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"72","2","THERESA","WATSON","THERESA.WATSON@sakilacustomer.org","255800440636","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"73","2","BEVERLY","BROOKS","BEVERLY.BROOKS@sakilacustomer.org","427454485876","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"74","1","DENISE","KELLY","DENISE.KELLY@sakilacustomer.org","241832790687","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"75","2","TAMMY","SANDERS","TAMMY.SANDERS@sakilacustomer.org","251164340471","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"76","2","IRENE","PRICE","IRENE.PRICE@sakilacustomer.org","896314772871","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"77","2","JANE","BENNETT","JANE.BENNETT@sakilacustomer.org","918711376618","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"78","1","LORI","WOOD","LORI.WOOD@sakilacustomer.org","875756771675","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"79","1","RACHEL","BARNES","RACHEL.BARNES@sakilacustomer.org","18581624103","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"80","1","MARILYN","ROSS","MARILYN.ROSS@sakilacustomer.org","701457319790","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"81","1","ANDREA","HENDERSON","ANDREA.HENDERSON@sakilacustomer.org","223664661973","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"82","1","KATHRYN","COLEMAN","KATHRYN.COLEMAN@sakilacustomer.org","821972242086","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"83","1","LOUISE","JENKINS","LOUISE.JENKINS@sakilacustomer.org","800716535041","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"84","2","SARA","PERRY","SARA.PERRY@sakilacustomer.org","48417642933","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"85","2","ANNE","POWELL","ANNE.POWELL@sakilacustomer.org","720998247660","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"86","2","JACQUELINE","LONG","JACQUELINE.LONG@sakilacustomer.org","135117278909","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"87","1","WANDA","PATTERSON","WANDA.PATTERSON@sakilacustomer.org","198123170793","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"88","2","BONNIE","HUGHES","BONNIE.HUGHES@sakilacustomer.org","978987363654","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"89","1","JULIA","FLORES","JULIA.FLORES@sakilacustomer.org","846225459260","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"90","2","RUBY","WASHINGTON","RUBY.WASHINGTON@sakilacustomer.org","991562402283","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"91","2","LOIS","BUTLER","LOIS.BUTLER@sakilacustomer.org","345679835036","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"92","2","TINA","SIMMONS","TINA.SIMMONS@sakilacustomer.org","132986892228","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"93","1","PHYLLIS","FOSTER","PHYLLIS.FOSTER@sakilacustomer.org","275595571388","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"94","1","NORMA","GONZALES","NORMA.GONZALES@sakilacustomer.org","835433605312","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"95","2","PAULA","BRYANT","PAULA.BRYANT@sakilacustomer.org","4764773857","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"96","1","DIANA","ALEXANDER","DIANA.ALEXANDER@sakilacustomer.org","6171054059","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"97","2","ANNIE","RUSSELL","ANNIE.RUSSELL@sakilacustomer.org","817248913162","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"98","1","LILLIAN","GRIFFIN","LILLIAN.GRIFFIN@sakilacustomer.org","412903167998","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"99","2","EMILY","DIAZ","EMILY.DIAZ@sakilacustomer.org","333339908719","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"100","1","ROBIN","HAYES","ROBIN.HAYES@sakilacustomer.org","942570536750","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"101","1","PEGGY","MYERS","PEGGY.MYERS@sakilacustomer.org","196568435814","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"102","1","CRYSTAL","FORD","CRYSTAL.FORD@sakilacustomer.org","709935135487","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"103","1","GLADYS","HAMILTON","GLADYS.HAMILTON@sakilacustomer.org","484292626944","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"104","1","RITA","GRAHAM","RITA.GRAHAM@sakilacustomer.org","449216226468","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"105","1","DAWN","SULLIVAN","DAWN.SULLIVAN@sakilacustomer.org","963887147572","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"106","1","CONNIE","WALLACE","CONNIE.WALLACE@sakilacustomer.org","547003310357","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"107","1","FLORENCE","WOODS","FLORENCE.WOODS@sakilacustomer.org","330838016880","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"108","1","TRACY","COLE","TRACY.COLE@sakilacustomer.org","371490777743","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"109","2","EDNA","WEST","EDNA.WEST@sakilacustomer.org","622255216127","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"110","2","TIFFANY","JORDAN","TIFFANY.JORDAN@sakilacustomer.org","379804592943","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"111","1","CARMEN","OWENS","CARMEN.OWENS@sakilacustomer.org","272234298332","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"112","2","ROSA","REYNOLDS","ROSA.REYNOLDS@sakilacustomer.org","824370924746","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"113","2","CINDY","FISHER","CINDY.FISHER@sakilacustomer.org","358178933857","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"114","2","GRACE","ELLIS","GRACE.ELLIS@sakilacustomer.org","886636413768","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"115","1","WENDY","HARRISON","WENDY.HARRISON@sakilacustomer.org","867546627903","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"116","1","VICTORIA","GIBSON","VICTORIA.GIBSON@sakilacustomer.org","386759646229","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"117","1","EDITH","MCDONALD","EDITH.MCDONALD@sakilacustomer.org","577812616052","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"118","1","KIM","CRUZ","KIM.CRUZ@sakilacustomer.org","909029256431","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"119","1","SHERRY","MARSHALL","SHERRY.MARSHALL@sakilacustomer.org","787654415858","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"120","2","SYLVIA","ORTIZ","SYLVIA.ORTIZ@sakilacustomer.org","765345144779","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"121","1","JOSEPHINE","GOMEZ","JOSEPHINE.GOMEZ@sakilacustomer.org","665993880048","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"122","1","THELMA","MURRAY","THELMA.MURRAY@sakilacustomer.org","937222955822","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"123","2","SHANNON","FREEMAN","SHANNON.FREEMAN@sakilacustomer.org","677976133614","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"124","1","SHEILA","WELLS","SHEILA.WELLS@sakilacustomer.org","614935229095","0","0","2006-02-14 22:04:36","2006-02-15 04:57:20"
"125","1","ETHEL","WEBB","ETHEL.WEBB@sakilacustomer.org","490211944645","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"126","1","ELLEN","SIMPSON","ELLEN.SIMPSON@sakilacustomer.org","582835362905","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"127","2","ELAINE","STEVENS","ELAINE.STEVENS@sakilacustomer.org","237426099212","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"128","1","MARJORIE","TUCKER","MARJORIE.TUCKER@sakilacustomer.org","973047364353","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"129","1","CARRIE","PORTER","CARRIE.PORTER@sakilacustomer.org","509492324775","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"130","1","CHARLOTTE","HUNTER","CHARLOTTE.HUNTER@sakilacustomer.org","935448624185","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"131","2","MONICA","HICKS","MONICA.HICKS@sakilacustomer.org","252265130067","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"132","2","ESTHER","CRAWFORD","ESTHER.CRAWFORD@sakilacustomer.org","707169393853","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"133","1","PAULINE","HENRY","PAULINE.HENRY@sakilacustomer.org","321944036800","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"134","1","EMMA","BOYD","EMMA.BOYD@sakilacustomer.org","23712411567","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"135","2","JUANITA","MASON","JUANITA.MASON@sakilacustomer.org","90921003005","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"136","2","ANITA","MORALES","ANITA.MORALES@sakilacustomer.org","146497509724","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"137","2","RHONDA","KENNEDY","RHONDA.KENNEDY@sakilacustomer.org","963369996279","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"138","1","HAZEL","WARREN","HAZEL.WARREN@sakilacustomer.org","468060467018","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"139","1","AMBER","DIXON","AMBER.DIXON@sakilacustomer.org","33173584456","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"140","1","EVA","RAMOS","EVA.RAMOS@sakilacustomer.org","9099941466","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"141","1","DEBBIE","REYES","DEBBIE.REYES@sakilacustomer.org","581852137991","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"142","1","APRIL","BURNS","APRIL.BURNS@sakilacustomer.org","581174211853","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"143","1","LESLIE","GORDON","LESLIE.GORDON@sakilacustomer.org","923261616249","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"144","1","CLARA","SHAW","CLARA.SHAW@sakilacustomer.org","563660187896","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"145","1","LUCILLE","HOLMES","LUCILLE.HOLMES@sakilacustomer.org","918032330119","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"146","1","JAMIE","RICE","JAMIE.RICE@sakilacustomer.org","206841104594","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"147","2","JOANNE","ROBERTSON","JOANNE.ROBERTSON@sakilacustomer.org","597815221267","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"148","1","ELEANOR","HUNT","ELEANOR.HUNT@sakilacustomer.org","354615066969","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"149","1","VALERIE","BLACK","VALERIE.BLACK@sakilacustomer.org","885899703621","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"150","2","DANIELLE","DANIELS","DANIELLE.DANIELS@sakilacustomer.org","632316273199","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"151","2","MEGAN","PALMER","MEGAN.PALMER@sakilacustomer.org","189446090264","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"152","1","ALICIA","MILLS","ALICIA.MILLS@sakilacustomer.org","761379480249","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"153","2","SUZANNE","NICHOLS","SUZANNE.NICHOLS@sakilacustomer.org","719202533520","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"154","2","MICHELE","GRANT","MICHELE.GRANT@sakilacustomer.org","499408708580","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"155","1","GAIL","KNIGHT","GAIL.KNIGHT@sakilacustomer.org","904253967161","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"156","1","BERTHA","FERGUSON","BERTHA.FERGUSON@sakilacustomer.org","889538496300","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"157","2","DARLENE","ROSE","DARLENE.ROSE@sakilacustomer.org","368899174225","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"158","1","VERONICA","STONE","VERONICA.STONE@sakilacustomer.org","170117068815","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"159","1","JILL","HAWKINS","JILL.HAWKINS@sakilacustomer.org","931059836497","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"160","2","ERIN","DUNN","ERIN.DUNN@sakilacustomer.org","149981248346","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"161","1","GERALDINE","PERKINS","GERALDINE.PERKINS@sakilacustomer.org","177167004331","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"162","2","LAUREN","HUDSON","LAUREN.HUDSON@sakilacustomer.org","168476538960","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"163","1","CATHY","SPENCER","CATHY.SPENCER@sakilacustomer.org","819416131190","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"164","2","JOANN","GARDNER","JOANN.GARDNER@sakilacustomer.org","697151428760","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"165","2","LORRAINE","STEPHENS","LORRAINE.STEPHENS@sakilacustomer.org","935508855935","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"166","1","LYNN","PAYNE","LYNN.PAYNE@sakilacustomer.org","843801144113","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"167","2","SALLY","PIERCE","SALLY.PIERCE@sakilacustomer.org","182363341674","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"168","1","REGINA","BERRY","REGINA.BERRY@sakilacustomer.org","201705577290","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"169","2","ERICA","MATTHEWS","ERICA.MATTHEWS@sakilacustomer.org","161801569569","0","0","2006-02-14 22:04:36","2006-02-15 04:57:20"
"170","1","BEATRICE","ARNOLD","BEATRICE.ARNOLD@sakilacustomer.org","264541743403","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"171","2","DOLORES","WAGNER","DOLORES.WAGNER@sakilacustomer.org","275788967899","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"172","1","BERNICE","WILLIS","BERNICE.WILLIS@sakilacustomer.org","734780743462","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"173","1","AUDREY","RAY","AUDREY.RAY@sakilacustomer.org","493008546874","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"174","2","YVONNE","WATKINS","YVONNE.WATKINS@sakilacustomer.org","48265851133","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"175","1","ANNETTE","OLSON","ANNETTE.OLSON@sakilacustomer.org","230250973122","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"176","1","JUNE","CARROLL","JUNE.CARROLL@sakilacustomer.org","506134035434","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"177","2","SAMANTHA","DUNCAN","SAMANTHA.DUNCAN@sakilacustomer.org","953689007081","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"178","2","MARION","SNYDER","MARION.SNYDER@sakilacustomer.org","391065549876","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"179","1","DANA","HART","DANA.HART@sakilacustomer.org","866092335135","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"180","2","STACY","CUNNINGHAM","STACY.CUNNINGHAM@sakilacustomer.org","104150372603","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"181","2","ANA","BRADLEY","ANA.BRADLEY@sakilacustomer.org","72136330362","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"182","1","RENEE","LANE","RENEE.LANE@sakilacustomer.org","662227486184","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"183","2","IDA","ANDREWS","IDA.ANDREWS@sakilacustomer.org","947468818183","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"184","1","VIVIAN","RUIZ","VIVIAN.RUIZ@sakilacustomer.org","302590383819","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"185","1","ROBERTA","HARPER","ROBERTA.HARPER@sakilacustomer.org","951486492670","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"186","2","HOLLY","FOX","HOLLY.FOX@sakilacustomer.org","760171523969","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
"187","2","BRITTANY","RILEY","BRITTANY.RILEY@sakilacustomer.org","855863906434","0","1","2006-02-14 22:04:36","2006-02-15 04:57:20"
