customer_id,store_id,first_name,last_name,email,address_id,phone,deposit,active,create_date,last_update
66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,70,6.63E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,71,9.47E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,72,9.90E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,1.07E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,4.08E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,75,5.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,2.56E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,4.27E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,2.42E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,2.51E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,8.96E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,9.19E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,8.76E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,18581624103,0,1,14/02/2006 22:04,15/02/2006 04:57
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,7.01E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,2.24E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,8.22E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,8.01E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,48417642933,0,1,14/02/2006 22:04,15/02/2006 04:57
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,7.21E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,1.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,1.98E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,9.79E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,8.46E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,9.92E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,3.46E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,1.33E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,2.76E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,8.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,4764773857,0,1,14/02/2006 22:04,15/02/2006 04:57
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,6171054059,0,1,14/02/2006 22:04,15/02/2006 04:57
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,8.17E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,4.13E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,3.33E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,9.43E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,1.97E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,7.10E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,4.84E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,4.49E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,9.64E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,5.47E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,3.31E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,3.71E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,6.22E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,3.80E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,2.72E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,8.24E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,3.58E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,8.87E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,8.68E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,3.87E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,5.78E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,9.09E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,7.88E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,7.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,6.66E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,9.37E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,6.78E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,6.15E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,4.90E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,5.83E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,2.37E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,9.73E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,5.09E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,9.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,2.52E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,7.07E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,3.22E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,23712411567,0,1,14/02/2006 22:04,15/02/2006 04:57
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,90921003005,0,1,14/02/2006 22:04,15/02/2006 04:57
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,1.46E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,9.63E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,4.68E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,33173584456,0,1,14/02/2006 22:04,15/02/2006 04:57
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,9099941466,0,1,14/02/2006 22:04,15/02/2006 04:57
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,5.82E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,5.81E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,9.23E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,5.64E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,9.18E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,2.07E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,5.98E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,3.55E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,8.86E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,6.32E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,1.89E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,7.61E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,7.19E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,4.99E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,9.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,8.90E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,3.69E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1.70E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,9.31E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,1.50E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,1.77E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,1.68E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,8.19E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,6.97E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,9.36E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,8.44E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,1.82E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,2.02E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,1.62E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,2.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,2.76E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,7.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,4.93E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,48265851133,0,1,14/02/2006 22:04,15/02/2006 04:57
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,2.30E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,5.06E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,9.54E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,3.91E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
179,1,DANA,HART,DANA.HART@sakilacustomer.org,183,8.66E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,1.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,72136330362,0,1,14/02/2006 22:04,15/02/2006 04:57
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,6.62E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,9.47E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,3.03E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,9.51E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,7.60E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,8.56E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,6.51E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,2.48E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,194,3.52E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,8.13E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,9.56E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
